authors,author_sort,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,rating,#pages,pubdate,series,series_index,size,title,title_sort,#words,#liked,#liseuse,#lu,uuid,publisher,tags
"Dan Simmons","Simmons, Dan","Et si la solitude devenait impossible ? Si un jour nous ne pouvions plus nous isoler, fermer notre conscience ? Si les pensées, les désirs, les pulsions des autres nous envahissaient à chaque minute, comme des écrans restés allumés ?  
Bremen, un mathématicien, a ce terrible pouvoir de divination. Longtemps, son union avec sa femme Gail, comme lui télépathe, lui a servi de bouclier. Mais Gail meurt d'un cancer, et le voilà seul dans le chaos, livré à la neuro-rumeur du monde... De Disneyland aux bas-fonds de Las Vegas, dans le sillage d'un crime dont il est le témoin, Bremen va vivre la plus effrayante odyssée à travers les ténèbres de la société et de l'homme, tout en s'accrochant à ses connaissances de chercheur pour dresser la carte des contrées inconnues de l'esprit.  
Le romancier de *Nuit d'été* nous entraîne, au gré de sa puissante imagination, dans un parcours où la science-fiction et le paranormal, mêlant leurs sortilèges, composent une fable philosophique moderne.
### About the Author
Auteur de la série de science-fiction à succès *Hypérion* , Dan Simmons a également publié *Nuit d'été* (1993), *Vengeance* (2001), *L'épée de Darwin* (2002).
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\L'Homme nu (141)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782253139980","141","google:Xn0jEAAAQBAJ,isbn:9782253139980,amazon:225313998X","fra","ebook calibre v2","5","465","1996-09-04T02:00:00+02:00","","1.0","392866","L'Homme nu","Homme nu, L'","91776","","True","","fd8a701a-9c4b-4b4d-81fb-d5fde0d89ce8","LGF","Fiction, SCIENCE-FICTION, General, Science Fiction"
"Dan Simmons","Dan Simmons","Rédacteur dans une revue de poésie, Robert Luczak est mandaté par sa maison d'édition pour une mission bien particulière. Il doit se rendre à Calcutta pour mettre la main sur la prétendue nouvelle œuvre de Das. Mais le plus célèbre des poètes indiens est mort. Dès son arrivée, Robert est tiraillé entre une irrésistible attraction un désir croissant de quitter ce lieu malfaisant. Il se perd chaque jour un peu plus loin dans les méandres méphitiques de la ville. Jusqu'à ce que son chemin croise celui des Kapalikas, adorateurs de la sanglante et destructrice Kali.  
Robert devra aller jusqu'au bout de l'enfer, où la frontière entre la vie et la mort se fait floue et poreuse. Il y perdra bien plus que son âme... 
**Le premier roman de l'auteur de** L'Échiquier du mal **et du** Cycle d'Hypérion **, prix World Fantasy**   
Prix World Fantasy du meilleur roman - 1986
### About the Author
Né en 1948 dans l'Illinois, diplômé de littérature, Dan Simmons a été enseignant pendant plus de quinze ans. En 1982, il fait des débuts très remarqués sur la scène littéraire. Maître incontesté de la science-fiction depuis la parution chez Robert Laffont, dans la collection "" Ailleurs et Demain "", du célèbre cycle des *Cantos d'Hypérion* et du dyptique *Ilium / Olympos* , son œuvre compte aujourd'hui près de trente romans dont *Terreur* (2008), *Drood* (2011), *Flashback* (2012) et *Collines noires* (2013), et recueils de nouvelles tous publiés aux éditions Robert Laffont.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Le Chant de Kali (142)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782266290418","142","isbn:9782266290418,amazon:226629041X,google:VH0jEAAAQBAJ","fra","ebook calibre v2","4","414","2018-10-11T02:00:00+02:00","","1.0","707883","Le Chant de Kali","Chant de Kali, Le","81902","","True","","e0d9ff44-0649-406a-bf11-e163469ccf87","Pocket","Fiction, Horror"
"Dan Simmons","Simmons, Dan","Une virée dans un Viet-nâm reconstitué où de riches touristes jouent à la guerre. L'Enfer tel que l'a imaginé Dante débarque sur Terre, mais juste pour les télévangélistes et leurs ouailles. Le cancer reste une énigme pour la science. Enfin... plus quand on sait à qui profitent vraiment les métastases.Voici quelques-uns des douze voyages au bout de l'Enfer auquel vous convie Dan Simmons - quelques pièces maîtresses posées sur l'échiquier de sa création.
### From the Back Cover
Une virée dans un Viet-nâm reconstitué où de riches touristes jouent à la guerre. L'Enfer tel que l'a imaginé Dante débarque sur Terre, mais juste pour les télévangélistes et leurs ouailles. Le cancer reste une énigme pour la science. Enfin... plus quand on sait à qui profitent vraiment les métastases.Voici quelques-uns des douze voyages au bout de l'Enfer auquel vous convie Dan Simmons - quelques pièces maîtresses posées sur l'échiquier de sa création.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Le Styx coule a l'envers (143)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782207250891","143","amazon:220725089X,isbn:9782207250891,google:l26XPAAACAAJ","fra","ebook calibre v2","4","567","2000-03-14T02:00:00+02:00","","1.0","428833","Le Styx coule à l'envers","Styx coule à l'envers, Le","113449","","True","","19bc3bfb-83fe-49ee-9323-899b573c40ae","Denoël","Science Fiction"
"Dan Simmons","Dan Simmons","Hawaii. Alors que le milliardaire Byron Trumbo s'apprête à vendre son luxueux complexe hôtelier à des promoteurs, des touristes japonais sont retrouvés sauvagement assassinés et démembrés et deux volcans se réveillent. Qu'est-ce qui a pu déchaîner cette violence infernale ? Une ethnologue, Eleanor, qui parcourt l'archipel en se laissant guider par un journal de voyage rédigé un siècle auparavant, va petit à petit découvrir le lieu, ses paysages, son histoire... et les divinités maléfiques en colère contre l'homme blanc qui régissent cette terre bafouée. Lauréat du prix Locus du meilleur roman d'horreur en 1995, Les Feux de l'Éden nous embarquent dans un véritable cauchemar hawaiien.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Les Feux de l'Eden (144)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782266298070","144","amazon:2266298070,isbn:9782266298070,google:TtkiEAAAQBAJ","fra","ebook calibre v2","","685","2020-03-12T02:00:00+02:00","","1.0","537089","Les Feux de l'Eden","Les Feux de l'Eden","134840","","True","","7013682b-9b8b-47fd-8287-ebd1d3e11160","Pocket","Fiction, General, Fantastique, Crime, Thrillers"
"Dan Simmons","Dan Simmons","Avril 1942. L'agent Joe Lucas est envoyé à Cuba par J. Edgar Hoover pour une mission simple : surveiller les activités d'Ernest Hemingway, qui entend créer un réseau de contre-espionnage pour freiner les opérations nazies en mer des Caraïbes. D'abord vue comme une vaste mascarade, la situation prend une tournure bien plus inquiétante lorsque Lucas découvre que le réseau d'amateurs de l'écrivain soulève des questions inattendues... Dans ce roman mêlant avec aisance espionnage, éléments historiques et réflexions sur l'écriture, Dan Simmons nous fait tanguer dans les eaux chaudes des Caraïbes pendant la Seconde Guerre mondiale.
### About the Author
Né en 1948 dans l'Illinois, diplômé de littérature, Dan Simmons a été enseignant pendant plus de quinze ans. En 1982, il fait des débuts très remarqués sur la scène littéraire. Maître incontesté de la science-fiction depuis la parution chez Robert Laffont, dans la collection "" Ailleurs et Demain "", du célèbre cycle des *Cantos d'Hypérion* et du dyptique *Ilium / Olympos* , son œuvre compte aujourd'hui près de trente romans dont *Terreur* (2008), *Drood* (2011), *Flashback* (2012) et *Collines noires* (2013), et recueils de nouvelles tous publiés aux éditions Robert Laffont.
\--This text refers to the pocket_book edition.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Les Forbans de Cuba (145)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782221247358","145","amazon:B08YPF6GFT,isbn:9782221247358,google:SNkiEAAAQBAJ","fra","ebook calibre v2","4","981","2021-03-18T02:00:00+02:00","","1.0","2009026","Les Forbans de Cuba","Forbans de Cuba, Les","190308","","True","","7e9f522b-fc59-494d-96fc-1df24b881fde","Robert Laffont","Fiction, General, Crime, Thrillers, Espionnage"
"Dan Simmons","Dan Simmons","1049pages. 17,8x10,8x4,6cm. Poche.
### About the Author
Dan Simmons, né en 1948 dans l'Illinois, a eu très jeune la vocation de l'écriture. Diplômé de littérature, il a été enseignant pendant plus de quinze ans. Fasciné par la transcendance du mal et l'horreur de la souffrance, il est souvent présenté comme un spécialiste de la terreur. C'est pourtant la science-fiction qui lui a inspiré son chef-d'œuvre, *Les cantos d'Hypérion*. 
**Retrouvez toute l'actualité de l'auteur sur www.dansimmons.com**
"" (...) un roman proprement terrifiant, qui accompagne les protagonistes jusqu'au bout de la déréliction, jusqu'au naufrage de l'humanité. Un pur cauchemar. "" **Jacques Baudou -** Le Monde des Livres 
"" Un livre qui fait froid dans le dos, faisant s'entremêler les frissons du récit fantastique et le souffle du roman d'aventures. (...) Avec un souci du détail historique, *Terreur* inspire l'angoisse de l'isolement dans cette lutte sans merci pour la survie. "" **Joël Métreau ?** 20 minutes 
"" (...) l'un des plus grands auteurs contemporains. "" **Arnaud Bordas ?** Le Figaro Magazine 
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Terreur (146)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782266191173","146","isbn:9782266191173,amazon:2266191179,google:hiTTQgAACAAJ","fra","ebook calibre v2","4","1346","2010-04-16T00:41:50+02:00","","1.0","995446","Terreur","Terreur","266738","","True","","2c9edc60-1ed9-4af7-8666-28913242a0ac","Pocket","Fantastique"
"Dan Simmons","Dan Simmons","La silhouette massive et gothique de la Old Central School surplombe la petite ville d'Elm Haven, bourgade perdue du Midwest américain, baignant dans une douce torpeur estivale. Mais ces grandes vacances de 1960 marqueront à jamais Dale, Duan, Mike et les autres membres de la cyclo-patrouille : Tubby Cooke, un de leurs camarades, disparaît le dernier jour de cours. Si les adultes ne semblent pas s'inquiéter de cette potentielle fugue, les enfants, eux, sont persuadés que leur camarade a été tué. Ils décident de mener leur propre enquête et se retrouvent bientôt confrontés à des événements étranges. Alors que la vieille bâtisse doit être détruite, peut-être n'a-t-elle pas encore révélé tous ses secrets... "" Une histoire magnifique et terrifiante de cinq garçons qui doivent faire face à une monstrueuse entité durant un été ensorcelé en Illinois. Simmons écrit comme un ange à pleine vitesse, chargeant son cauchemar américain avec des frissons, du suspense, et une douce et surprenante nostalgie. "" Stephen King Prix Locus du roman d'horreur
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Nuit d'ete (147)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782266292634","147","isbn:9782266292634,amazon:2253138622,google:r8yfygEACAAJ","fra","ebook calibre v2","4","951","1995-11-07T02:00:00+02:00","","1.0","632541","Nuit d'été","Nuit d'été","192792","","True","","ac8560e9-3ff3-475a-94ea-b86eab3c634a","LGF","Fantastique"
"Dan Simmons","Inconnu","Jeune et brillante hématologiste américaine, Kate Neuman débarque à Bucarest afin de se consacrer aux orphelins atteints du sida. Là, elle découvre l'étrange cas d'un bébé Joshua, qui, à chaque transfusion, développe pendant un court laps de temps une formidable résistance à la maladie.  
Kate ne se doute pas encore que le cas Joshua l'aménera à s'aventurer dans les mystères d'un pays encore marqué par les légendes de vampires, et le souvenir du terrible Vlad Tepes, dont la férocité sanguinaire n'eut d'égale que celle du dictateur Ceaucescu, fusillé peu de temps plus tôt.
### About the Author
Auteur de la série de science-fiction à succès *Hypérion* , Dan Simmons a également publié *Nuit d'été* (1993), *Vengeance* (2001), *L'épée de Darwin* (2002).
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Les fils des tenebres (148)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782253141204","148","isbn:9782253141204,google:txVCvgAACAAJ,amazon:2253141208","fra","ebook calibre v2","4","734","1997-04-16T02:00:00+02:00","","1.0","652166","Les fils des ténèbres","fils des ténèbres, Les","144343","","True","","00810b77-0a30-4991-a119-596a57a8948b","LGF","Fiction, General"
"Dan Simmons","Simmons, Dan","Dale Stewart, professeur de littérature et écrivain dépressif, revient dans sa ville natale, Elm Haven, quarante ans après la disparition tragique de son meilleur ami, Duane. Emménageant dans la maison de ce dernier, il renoue avec son passé pour mieux faire le point sur son présent chaotique entre divorce, tentative de suicide ratée et carrière au point mort. Surtout, il s'attelle à l'écriture de son grand roman, celui sur son enfance et sa bande de copains de la Cyclo-Patrouille. Mais les fantômes de la bourgade du Midwest n'en ont pas fini avec lui, et des phénomènes étranges se succèdent jusqu'à ces chiens qui rôdent autour de chez lui, toujours plus gros à chaque passage. Alors que l'hiver s'installe, la limite entre réalité et hallucinations s'affine... jusqu'à la folie ?
### About the Author
Né en 1948 dans l'Illinois, diplômé de littérature, Dan Simmons a été enseignant pendant plus de quinze ans. En 1982, il fait des débuts très remarqués sur la scène littéraire. Maître incontesté de la science-fiction depuis la parution chez Robert Laffont, dans la collection "" Ailleurs et Demain "", du célèbre cycle des *Cantos d'Hypérion* et du dyptique *Ilium* / *Olympos* , son œuvre compte aujourd'hui près de trente romans et recueils de nouvelles. Parmi ses ouvrages les plus récents, on compte *Terreur* (2008), *Drood* (2011), *Flashback* (2012) et *Collines noires* (2013), tous publiés aux éditions Robert Laffont.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Les chiens de l'hiver (149)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782253110859","149","isbn:9782253110859,amazon:225311085X,google:dZ7pPQAACAAJ","fra","ebook calibre v2","4","511","2003-04-16T00:41:35+02:00","","1.0","397314","Les chiens de l'hiver","chiens de l'hiver, Les","103898","","True","","cc9662b7-b9c7-4bbf-89eb-e4a94fa2c225","Rocher","Horreur"
"Dan Simmons","Simmons, Dan","Ilium, c'est Troie. Troie, c'est la guerre chantée par Homère dans l'Iliade. Mais le mont Olympe est situé sur Mars et les dieux qui l'habitent, conformes à l'imagerie antique, abusent des facilités quantiques en guise de pouvoirs surhumains. Quasiment immortels, ils se déplacent à travers le temps et l'espace. Leur spectacle favori, voire obsessionnel, demeure cette guerre qui se déroule sur Terre et dont aucun d'eux ne connaît l'issue. Aucun sauf Zeus, évidemment. Pour vérifier la conformité de la guerre réelle avec ce qu'en a conté Homère, les scholiastes, des érudits pêchés à différents moments de l'histoire, sont dotés de pouvoirs secondaires non négligeables, ainsi celui d'emprunter l'identité d'un Grec ou d'un Troyen le temps de leur observation. Hockenberry est l'un de ces scholiastes, ressuscité, extrait du XXe siècle et enrôlé contre son gré par Aphrodite en personne pour une mission secrète : faire triompher les Troyens, assassiner Athéné. Pour leur part, les Moravecs, Intelligences Artificielles, qui vivent autour des planètes extérieures, commencent à s'inquiéter de la débauche de manipulations quantiques qui a pour source Mars. Elle menace le système solaire et peut-être l'univers tout entier. Ophu d'Io et Mahnmut sont envoyés y voir ce qu'il s'y passe. L'un ne jure que par Shakespeare, l'autre que par Proust. Et sur Mars, de petits hommes verts érigent sans fin des statues géantes dans le style de celles de l'île de Pâques. Tandis que sur terre, les Derniers Hommes, au nombre exact de un million, jouent les sybarites décadents.
Dan Simmons, l'auteur du Cycle d'Hypérion, a transposé dans le grandiose avenir avec génie, humour, culture et rigueur, la fameuse Iliade. La Guerre de Troie, comme si vous y étiez. Vue de demain.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Ilium (150)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782221131527","150","google:GLzNtA0OViYC,isbn:9782221131527","fra","ebook calibre v2","","1468","2012-04-27T00:41:30+02:00","Illium","2.0","856398","Ilium","Ilium","293797","","True","","b5a613a7-e88b-43d3-ac70-6b984fdd2a70","Groupe Robert Laffont","Fiction, SCIENCE-FICTION, General, Science Fiction"
"Dan Simmons","Simmons, Dan","Récemment sorti de prison, le détective privé Joe Kurtz pensait avoir réglé ses comptes avec la mafia locale. Mais il est toujours dangereux de jouer à, "" œil pour œil, dent pour dent "" avec les Familles italiennes. Pour preuve : Petit H, le dernier représentant du clan Farino, semble bien décidé à prendre sa revanche : un contrat plane sur la tête de Kurtz, qui se retrouve dans le collimateur de trois hommes de main. Et Joe ne doit sans doute pas attendre plus de câlins de la part de la sœur de Petit H, la belle Angelina Farino Ferrara, qui, après sept ans d'exil en Sicile, vient réclamer sa part du gâteau... Alors, quand un tueur en série aux identités multiples commence â mettre son grain de sel, c'est un déluge de plomb qui s'abat sur Buffalo... Revanche est un polar sauvage qui fonce comme un chien enragé, en dévergondant le roman policier traditionnel - et il a l'air d'aimer ça ! Personnellement, c'est le bouquin de Dan Simmons que je préfère. "", Joe Lansdale.
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Revanche (151)\cover.jpg","2024-04-03T00:36:11+02:00","epub","9782268051031","151","amazon:226805103X,isbn:9782268051031,google:j-J_PQAACAAJ","fra","ebook calibre v2","4","411","2004-01-02T02:00:00+02:00","Joe Kurt","2.0","329598","Revanche","Revanche","82753","","True","","35628a32-1973-4714-a60b-5fc802f51fcb","Rocher","Romans Policiers et Espionnage"
"Vanessa Gwenn Landolt","Landolt, Vanessa Gwenn","Joe Kurtz, heureusement, a la tête dure. Il n'est pas donné à tout le monde de se sauver d'un hôpital avec une balle dans le crâne. Joe Kurtz le fait. On lui a tiré dessus et un flic y est resté. Une femme. Son officier de probation. Lui s'en sort avec la pire migraine de sa vie, rappel de cette exécution manquée, et il doit surtout, une fois de plus, prouver son innocence. Qui était réellement visé ? N'a-t-il pas été blessé par erreur alors qu'il aurait lui-même commandité le meurtre ? La police ne le lâchera pas. La mafia entre dans la danse. Un psychopathe s'en mêle. Joe Kurtz le sait : ses ennemis l'adorent. Ils s'entre-tueraient pour lui faire la peau...
","D:\9. NAS drive\Medias\ebook calibre v2\Vanessa Gwenn Landolt\Herve Bazin et sa trilogie_ _Vipere (152)\cover.jpg","2024-04-03T00:36:11+02:00","epub","","152","google:Fb45cgAACAAJ","deu","ebook calibre v2","4","549","2003-04-16T00:41:17+02:00","Joe Kurtz","3.0","671175","Hervé Bazin et sa trilogie: ""Vipère au poing"", ""La mort du petit cheval"" et ""Cri de la chouette"" ou le récit d'une révolte","Hervé Bazin et sa trilogie: ""Vipère au poing"", ""La mort du petit cheval"" et ""Cri de la chouette"" ou le récit d'une révolte","114310","","True","","72cba833-d096-4eca-946d-33b4dadbb079","","Suspense"
"Dan Simmons","Dan Simmons","Ilium chantait les exploits de la guerre de Troie, surveillée par le scholiaste Thomas Hockenberry pour le compte des posthumains divinisés qui habitent sur Mars le mont Olympos. Depuis, les choses se sont corsées. Échappant au scénario d'Homère, Grecs et Troyens, Achille et Hector, se sont alliés pour vaincre les dieux et assiéger leur forteresse martienne. Ils profitent de la porte ouverte dans l'espace par les Moravecs, qui leur apportent un sérieux appui. Mais la porte commence à se refermer... Sur Terre, les Voynix, qui ont longtemps été les serviteurs des Derniers Hommes, ont soudain entrepris de les massacrer. Les Derniers Hommes, élevés dans la soie, vont devoir apprendre à se battre. Ophu d'Io et Mahnmut sont envoyés sur Terre pour prévenir un cataclysme qui menace la planète depuis des millénaires, sous la forme d'un sous-marin doté de missiles à trous noirs. Harman retrouvera-t-il Ada après un périple qui lui fera traverser la moitié de la Terre sous la conduite d'un Prospero qui n'est peut-être que le fantôme d'une Intelligence Artificielle ?Mêlant avec génie sa vaste culture littéraire à des actions débridées, Dan Simmons fournit toutes les réponses aux énigmes dont il avait peuplé Ilium. Et en suscite quelques autres... Après Hypérion et Endymion, le nouvel exploit de Dan Simmons, Ilium, a été l'un des plus grands succès de la collection "" Ailleurs et demain "".
","D:\9. NAS drive\Medias\ebook calibre v2\Dan Simmons\Olympos (153)\cover.jpg","2024-04-03T00:36:12+02:00","epub","9782221131510","153","isbn:9782221131510,google:8ZV45I7gmDcC","fra","ebook calibre v2","","1486","2012-03-08T08:46:11+02:00","","1.0","891156","Olympos","Olympos","292128","","True","","d8b352be-5911-4a54-829c-d43350e638b3","Groupe Robert Laffont","Science Fiction, Fiction, General"
"Michael McDowell","McDowell, Michael & Michael McDowell","La guerre est finie, vive la guerre ! Une nouvelle ère s'ouvre pour le clan Caskey : les années d'acharnement d'Elinor vont enfin porter leurs fruits ; les ennemies d'hier sont sur le point de devenir les amies de demain ; et des changements surgissent d'où personne ne les attendait. Le conflit en Europe a fait affluer du sang neuf jusqu'à Perdido. Désormais les hommes vont et viennent comme des marionnettes sur la propriété des Caskey, sans se douter que, peut-être, leur vie ne tient qu'à un fil. .
","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater 4 - La Guerre_ L'epique (154)\cover.jpg","2024-04-03T08:43:33+02:00","epub","9782381960548","154","isbn:9782381960548,google:3PpvEAAAQBAJ","fra","ebook calibre v2","","269","2022-05-19T00:00:00+02:00","Blackwater","4.0","549560","Blackwater 4 – La Guerre: L'épique saga de la famille Caskey","Blackwater 4 – La Guerre: L'épique saga de la famille Caskey","49296","","True","","7fb59c48-ce9b-455a-8d00-0338ee7dce32","Monsieur Toussaint Louverture","Fiction, Littérature, General"
"Michael McDowell","Michael McDowell","Tel un organisme vivant, le clan Caskey se développe et se transforme. Certains font face à la mort, d'autres accueillent la vie. Entre rapprochements inattendus, haines sourdes et séparations inévitables, les relations évoluent. Miriam, désormais à la tête de la scierie et noyau dur de la famille, ne cesse de faire croître la richesse. Suite à une découverte surprenante et miraculeuse – sauf pour une personne –, c'est bientôt la ville entière qui va prospérer. Mais cette soudaine fortune suffira-t-elle, alors que la nature commence à réclamer son dû ? .
","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater 5 - La Fortune_ L'epique (155)\cover.jpg","2024-04-03T08:43:33+02:00","epub","9782381960555","155","google:1P9vEAAAQBAJ,isbn:9782381960555","fra","ebook calibre v2","","260","2022-06-03T00:00:00+02:00","Blackwater","5.0","440749","Blackwater 5 – La Fortune: L'épique saga de la famille Caskey","Blackwater 5 – La Fortune: L'épique saga de la famille Caskey","47280","","True","","aa79bd4f-4642-416c-a38f-44ab288a5cb7","Monsieur Toussaint Louverture","Littérature Américaine, Fiction, General"
"Michael McDowell","Michael McDowell","1928 à Perdido. Alors que le clan Caskey se déchire dans la guerre intestine et sans merci que se livrent Mary-Love et sa belle-fille, et tandis que d'autres crises - conjugales, économiques, existentielles - aux répercussions défiant l'imagination se profilent, dans les recoins sombres de la maison d'Elinor, la plus grande de la ville, les mauvais souvenirs rôdent et tissent, implacables, leurs toiles mortelles. Au-delà des manipulations et des rebondissements, de l'amour et de la haine, Michael McDowell (1950-1999), co-créateur des mythiques Beetlejuice et L'Étrange Noël de Monsieur Jack, et auteur d'une trentaine de livres, réussit avec Blackwater à bâtir une saga en six romans aussi addictive qu'une série Netflix, baignée d'une atmosphère unique et fascinante digne de Stephen King. Découvrez le troisième épisode de Blackwater, une saga matriarcale teintée de surnaturel avec un soupçon d'horreur. .
","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater 3 - La Maison_ L'epique (156)\cover.jpg","2024-04-03T08:43:33+02:00","epub","9782381960531","156","isbn:9782381960531,google:oDZuEAAAQBAJ","fra","ebook calibre v2","","234","2022-05-05T00:00:00+02:00","Blackwater","3.0","439374","Blackwater 3 – La Maison: L'épique saga de la famille Caskey","Blackwater 3 – La Maison: L'épique saga de la famille Caskey","46398","","True","","7313f00a-20e4-4865-9cef-33bbb2223698","Monsieur Toussaint Louverture","Fiction, General"
"Michael McDowell","Michael McDowell","1922\. Mentre Perdido si sta riprendendo dalla devastante inondazione, la costruzione di una diga è l'unico baluardo possibile contro la furia dell'acqua. Ma il cantiere riversa sulla cittadina il suo carico di imprevisti: la rivolta degli operai, il capriccio delle correnti, il mistero di alcune sparizioni. La matriarca Mary-Love si scontra con Elinor, ora parte della famiglia Caskey. Macchinazioni, alleanze innaturali, sacrifici: a Perdido i mutamenti saranno profondi, le conseguenze irreversibili. La lotta è appena cominciata.
","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater 2 - La digue (157)\cover.jpg","2024-04-03T08:43:33+02:00","epub","9791255020660","157","google:xx6pEAAAQBAJ,isbn:9791255020660","ita","ebook calibre v2","","255","2023-01-31T01:00:00+02:00","Blackwater","2.0","252757","Blackwater 2 - La digue","Blackwater 2 - La digue","50033","","True","","42ecd508-8d08-4967-9ef6-c1125212de04","Neri Pozza Editore","Gothic, Sagas, Fantasy, General, Horror, Fiction"
"Michael McDowell","Michael McDowell","Pâques 1919, alors que les flots menaçant Perdido submergent cette petite ville du nord de l'Alabama, un clan de riches propriétaires terriens, les Caskey, doivent faire face aux avaries de leurs scieries, à la perte de leur bois et aux incalculables dégâts provoqués par l'implacable crue de la rivière Blackwater. Menés par Mary-Love, la puissante matriarche aux mille tours, et par Oscar, son fils dévoué, les Caskey s'apprêtent à se relever... mais c'est sans compter l'arrivée, aussi soudaine que mystérieuse, d'une séduisante étrangère, Elinor Dammert, jeune femme au passé trouble, dont le seul dessein semble être de vouloir conquérir sa place parmi les Caskey. Au-delà des manipulations et des rebondissements, de l'amour et de la haine, Michael McDowell (1950-1999), ¬co-créateur des mythiques Beetlejuice et L'Étrange Noël de Monsieur Jack, et auteur d'une trentaine de livres, réussit avec Blackwater à bâtir une saga en six romans aussi ¬addictive qu'une série Netflix, baignée d'une atmosphère unique et fascinante digne de Stephen King. Découvrez le premier épisode de Blackwater, une saga matriarcale avec une touche de surnaturel et un soupçon d'horreur. .
","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater 1 - La crue_ L'epique sa (158)\cover.jpg","2024-04-03T08:43:33+02:00","epub","9782381960517","158","google:SxNfEAAAQBAJ,isbn:9782381960517","fra","ebook calibre v2","","253","2022-04-07T00:00:00+02:00","Blackwater","1.0","832821","Blackwater 1 - La crue: L'épique saga de la famille Caskey","Blackwater 1 - La crue: L'épique saga de la famille Caskey","49336","","True","","f32b3f26-4d81-4a6e-a29c-6e58d813c5c5","Monsieur Toussaint Louverture","Fiction, General"
"Michael McDowell","Michael McDowell","Si le clan Caskey accuse le poids des ans, il est loin de s'être assagi : révélations écrasantes, unions insolites et réceptions fastueuses rythment leur vie dans une insouciance bienheureuse. Mais quelque chose surplombe Perdido, ses habitants et ses rivières. Le temps des prophéties est enfin venu.","D:\9. NAS drive\Medias\ebook calibre v2\Michael McDowell\Blackwater T6 _ Pluie (159)\cover.jpg","2024-04-03T08:43:33+02:00","epub","","159","","fra","ebook calibre v2","","285","2022-06-16T00:00:00+02:00","Blackwater","6.0","764228","Blackwater T6 : Pluie","Pluie","56167","","True","","158bee43-0e4a-41b0-871c-4327f6593f1c","Monsieur Toussaint Louverture",""
"Emily St. John Mandel","Mandel, Emily St. John","Emily St. John Mandel renouvelle le thème classique du voyage dans le temps à sa manière unique, dans une histoire envoûtante qui entremêle époques et personnages jusqu'au vertige.   
Quel est cet étrange phénomène qui semble se produire à diverses époques et toujours de la même façon ?   
Dans les bois de Caiette, au nord de l'île de Vancouver, des gens entendent une berceuse jouée au violon, accompagnée d'un bruissement évoquant un engin volant qui décolle. L'expérience est intense mais brève, au point que l'on pourrait croire à une hallucination.   
En 2401, sur une des colonies lunaires, l'institut du Temps veille à la cohésion temporelle de l'univers. Une brillante physicienne nommée Zoey s'interroge sur des anomalies qui la perturbent. Le monde tel qu'il existe ne serait-il qu'une simulation ?
","D:\9. NAS drive\Medias\ebook calibre v2\Emily St. John Mandel\La mer de la tranquillite (160)\cover.jpg","2024-06-02T21:31:04+02:00","epub","9782743660499","160","isbn:9782743660499","fra","ebook calibre v2","","273","2023-08-23T13:44:04+02:00","","1.0","614717","La mer de la tranquillité","mer de la tranquillité, La","52516","","True","","6dd760cb-600a-41f3-86e7-796ece48f658","Éditions Rivages","Thriller"
